,Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
0,ASIAN,"ASIAN Men's Thar-04 Sports Running,Walking & Gym Shoes with Eva Sole Extra Jump Casual Sneaker Shoes for Men's & Boy's…",₹474.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November on first order Or fastest delivery Saturday, 26 November. Order within 2 hrs 30 mins","FREE delivery Sunday, 27 November on first order. Or fastest delivery Saturday, 26 November. Order within 2 hrs 30 mins. ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjEwOTAyNDU1MTI2NDAxOjE2NjkzMDU1NTk6c3BfYXRmOjIwMDc1MjcxMjE5ODk4OjowOjo&url=%2FASIAN-Future-01-White-Running-Shoes%2Fdp%2FB09YHGRQ12%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dshoes%26qid%3D1669305559%26qu%3DeyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
1,ASIAN,"ASIAN Men's Newton-09 Sports Running,Walking & Gym Shoes with SoleFlex Technology Casual Sneaker Shoes for Men's & Boy's",₹578.00,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 14 hrs 50 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 14 hrs 50 mins. ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjEwOTAyNDU1MTI2NDAxOjE2NjkzMDU1NTk6c3BfYXRmOjIwMDc2OTgzODI1Mjk4OjowOjo&url=%2FASIAN-Newton-09-Running-SoleFlex-Technology%2Fdp%2FB0B7S6193W%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dshoes%26qid%3D1669305559%26qu%3DeyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
2,Bourge,Bourge Mens Loire-z-168 Running Shoe,₹702.30,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 2 hrs 30 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 2 hrs 30 mins. ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjEwOTAyNDU1MTI2NDAxOjE2NjkzMDU1NTk6c3BfYXRmOjIwMDk2MzM2Nzc1Nzk4OjowOjo&url=%2FBourge-Loire-z-168-Running-Shoes-Silver%2Fdp%2FB09GPQN33K%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Dshoes%26qid%3D1669305559%26qu%3DeyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
3,Avant,AVANT Men's Nitro Running and Gym Shoes - Grey/Black,₹649.00,30 Days Returns & Exchange,"FREE delivery Tuesday, 29 November","FREE delivery Tuesday, 29 November. ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjEwOTAyNDU1MTI2NDAxOjE2NjkzMDU1NTk6c3BfYXRmOjIwMDk3MTk0NjAwNjk4OjowOjo&url=%2FAvant-Mens-Nitro-Running-Shoes%2Fdp%2FB07VPVWWG6%2Fref%3Dsr_1_4_sspa%3Fkeywords%3Dshoes%26qid%3D1669305559%26qu%3DeyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
4,Campus,Campus Men's OXYFIT (N) Walking Shoe,₹679.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 2 hrs 29 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 2 hrs 29 mins. ",https://www.amazon.in/Campus-OXYFIT-Walking-Shoes-India/dp/B09RPM4KCG/ref=sr_1_5?keywords=shoes&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-5
5,Campus,Campus Men's Maxico Running Shoes,₹649.00,30 Days Returns & Exchange,"FREE delivery Monday, 28 November. Order within 14 mins","FREE delivery Monday, 28 November. Order within 14 mins. ",https://www.amazon.in/Campus-Maxico-Running-Shoes-India/dp/B08WCLDJYZ/ref=sr_1_omk_6?keywords=shoes&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-6
6,Campus,Campus Men's First Running Shoes,"₹1,329.00",30 Days Returns & Exchange,"FREE delivery Wednesday, 30 November Or fastest delivery Tuesday, 29 November","FREE delivery Wednesday, 30 November. Or fastest delivery Tuesday, 29 November. ",https://www.amazon.in/Campus-First-L-Gry-Running-Shoes/dp/B08WPM5D99/ref=sr_1_7?keywords=shoes&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-7
7,Bourge,Bourge Mens Vega-z5 Running Shoes,₹799.00,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 1 hr 39 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 1 hr 39 mins. ",https://www.amazon.in/Bourge-Vega-11-Running-Shoes-6-Vega-11-06/dp/B0883LTK9C/ref=sxin_15_slsr_d_i_fs4star_fa_1_B0883LTK9C?content-id=amzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a%3Aamzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B0883LTK9C&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=IAzYi&pd_rd_wg=b9Yjj&pf_rd_p=86f966cb-cf80-4eda-a765-89e42fae403a&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-1-41e0d225-3819-4755-898e-7f0f48633b47
8,Bourge,Bourge Mens Loire-z1 Running Shoes,₹697.21,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 1 hr 39 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 1 hr 39 mins. ",https://www.amazon.in/Bourge-Loire-1-Running-Shoes-6-Loire-1-Grey-06/dp/B07LF6R71L/ref=sxin_15_slsr_d_i_fs4star_fa_3_B07LF6R71L?content-id=amzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a%3Aamzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B07LF6R71L&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=IAzYi&pd_rd_wg=b9Yjj&pf_rd_p=86f966cb-cf80-4eda-a765-89e42fae403a&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-2-41e0d225-3819-4755-898e-7f0f48633b47
9,ASIAN,"ASIAN F-04 Running Shoes,Gym Shoes,Training Shoes,Walking Shoes,Sports Shoes for Men",₹448.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November on first order Or fastest delivery Saturday, 26 November. Order within 2 hrs 28 mins","FREE delivery Sunday, 27 November on first order. Or fastest delivery Saturday, 26 November. Order within 2 hrs 28 mins. ",https://www.amazon.in/Asian-shoes-Firozy-Sports-Shoes/dp/B06Y2H21FT/ref=sxin_15_slsr_d_i_fs4star_fa_4_B06Y2H21FT?content-id=amzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a%3Aamzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B06Y2H21FT&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=IAzYi&pd_rd_wg=b9Yjj&pf_rd_p=86f966cb-cf80-4eda-a765-89e42fae403a&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-3-41e0d225-3819-4755-898e-7f0f48633b47
10,Sparx,Sparx Men Running Shoes,₹971.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 2 hrs 28 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 2 hrs 28 mins. ",https://www.amazon.in/Sparx-SM-406-Grey-Sports-Shoes/dp/B07H4LGZZ2/ref=sxin_15_slsr_d_i_fs4star_fa_5_B07H4LGZZ2?content-id=amzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a%3Aamzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B07H4LGZZ2&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=IAzYi&pd_rd_wg=b9Yjj&pf_rd_p=86f966cb-cf80-4eda-a765-89e42fae403a&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-4-41e0d225-3819-4755-898e-7f0f48633b47
11,Bourge,Bourge Womens Micam-z51 Running Shoes,₹899.00,10 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 1 hr 38 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 1 hr 38 mins. ",https://www.amazon.in/Bourge-Micam-102-Running-Shoes-5-Micam-102-05/dp/B07XTMV795/ref=sxin_15_slsr_d_i_fs4star_fa_6_B07XTMV795?content-id=amzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a%3Aamzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B07XTMV795&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=IAzYi&pd_rd_wg=b9Yjj&pf_rd_p=86f966cb-cf80-4eda-a765-89e42fae403a&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-5-41e0d225-3819-4755-898e-7f0f48633b47
12,Sparx,Sparx Mens Sm 651 Industrial Shoe,₹797.00,30 Days Returns & Exchange,"FREE delivery Wednesday, 30 November Or fastest delivery Sunday, 27 November. Order within 14 hrs 13 mins","FREE delivery Wednesday, 30 November. Or fastest delivery Sunday, 27 November. Order within 14 hrs 13 mins. ",https://www.amazon.in/Sparx-SM-651-Running-Shoe-8-SX0651GBKRD0008/dp/B08PWYNQRB/ref=sxin_15_slsr_d_i_fs4star_fa_7_B08PWYNQRB?content-id=amzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a%3Aamzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B08PWYNQRB&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=IAzYi&pd_rd_wg=b9Yjj&pf_rd_p=86f966cb-cf80-4eda-a765-89e42fae403a&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-6-41e0d225-3819-4755-898e-7f0f48633b47
13,Bourge,Bourge Womens Micam-z52 Running Shoes,₹702.03,10 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 14 hrs 48 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 14 hrs 48 mins. ",https://www.amazon.in/Bourge-Micam-Z52-Running-Shoes-2-Micam-107-02/dp/B08P5V9VVS/ref=sxin_15_slsr_d_i_fs4star_fa_8_B08P5V9VVS?content-id=amzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a%3Aamzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B08P5V9VVS&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=IAzYi&pd_rd_wg=b9Yjj&pf_rd_p=86f966cb-cf80-4eda-a765-89e42fae403a&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-7-41e0d225-3819-4755-898e-7f0f48633b47
14,Sparx,Sparx mens Sx0406g Running Shoes,₹874.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 2 hrs 28 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 2 hrs 28 mins. ",https://www.amazon.in/Sparx-Black-Running-Shoes-8-SX0406G/dp/B07P6GRZSV/ref=sxin_15_slsr_d_i_fs4star_fa_9_B07P6GRZSV?content-id=amzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a%3Aamzn1.sym.86f966cb-cf80-4eda-a765-89e42fae403a&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B07P6GRZSV&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=IAzYi&pd_rd_wg=b9Yjj&pf_rd_p=86f966cb-cf80-4eda-a765-89e42fae403a&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-8-41e0d225-3819-4755-898e-7f0f48633b47
15,Campus,Campus Men's Rodeo-2 Running Shoes,₹753.00,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 1 hr 37 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 1 hr 37 mins. ",https://www.amazon.in/Campus-Rodeo-PRO-Running-Shoes/dp/B09VH672Q2/ref=sr_1_8?keywords=shoes&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-8
16,aadi,AADI Men's Black Mesh Outdoor Casual Shoes,₹284.00,30 Days Returns & Exchange,"FREE delivery Monday, 28 November on first order","FREE delivery Monday, 28 November on first order. ",https://www.amazon.in/AADI-Mens-Black-Running-Shoes/dp/B09TPR36D7/ref=sr_1_9?keywords=shoes&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-9
17,Campus,Campus Men's Mike (N) Running Shoes,₹999.00,30 Days Returns & Exchange,"FREE delivery Monday, 28 November Or fastest delivery Saturday, 26 November. Order within 2 hrs 27 mins","FREE delivery Monday, 28 November. Or fastest delivery Saturday, 26 November. Order within 2 hrs 27 mins. ",https://www.amazon.in/Campus-Mens-BRGNDY-Running-Shoes/dp/B095SZMZ57/ref=sr_1_10?keywords=shoes&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-10
18,Campus,Campus Men's Ignite Running Sport Shoe,₹659.00,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 1 hr 37 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 1 hr 37 mins. ",https://www.amazon.in/Campus-Ignite-PRO-Running-Shoes/dp/B09VH4SRKT/ref=sr_1_11?keywords=shoes&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-11
19,Puma,Puma Mens Ultimate Ease - Everglide Range Walking Shoe,"₹1,469.00",30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 14 hrs 46 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 14 hrs 46 mins. ",https://www.amazon.in/Puma-Mens-Ultimate-Ease-Everglide/dp/B0B51HLB59/ref=sr_1_12?keywords=shoes&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-12
20,ASIAN,ASIAN Men's Wonder-13 Sports Running Shoes,₹450.00,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November on first order Or fastest delivery Tomorrow, November 25. Order within 1 hr 36 mins","FREE delivery Saturday, 26 November on first order. Or fastest delivery Tomorrow, November 25. Order within 1 hr 36 mins. ",https://www.amazon.in/Wonder-Firozi-Sports-Shoes-Indian/dp/B01N66F4CH/ref=sr_1_13?keywords=shoes&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-13
21,Campus,Campus Men's Everest Running Shoes,₹999.00,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 1 hr 36 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 1 hr 36 mins. ",https://www.amazon.in/Campus-Everest-D-Gry-Running-Shoes/dp/B08WPT5JS9/ref=sr_1_14?keywords=shoes&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=8-14
22,Sparx,Sparx Mens Casual Stripped Sneakers,₹639.00,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 14 hrs 46 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 14 hrs 46 mins. ",https://www.amazon.in/Sparx-Mens-Sneakers-8-India-SD0323G/dp/B077N7DDL1/ref=sxin_24?asc_contentid=amzn1.osa.f047cd8c-8a08-4882-8ee1-3449d948744e.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.f047cd8c-8a08-4882-8ee1-3449d948744e.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523%3Aamzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523&creativeASIN=B077N7DDL1&cv_ct_cx=shoes&cv_ct_id=amzn1.osa.f047cd8c-8a08-4882-8ee1-3449d948744e.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=shoes&linkCode=oas&pd_rd_i=B077N7DDL1&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=NWM0I&pd_rd_wg=b9Yjj&pf_rd_p=939c6bd1-1a0e-48f0-a138-af961f88b523&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-1-c84eb971-91f2-4a4d-acce-811265c24254&tag=mensxposp-21
23,ZOVIM,Zovim Men's Casual Shoes,₹499.00,30 Days Returns & Exchange,"FREE delivery Sunday, 27 November Or fastest delivery Saturday, 26 November. Order within 2 hrs 25 mins","FREE delivery Sunday, 27 November. Or fastest delivery Saturday, 26 November. Order within 2 hrs 25 mins. ",https://www.amazon.in/Zovim-Mens-Blue-Denim-Sneaker/dp/B074WBQ7LF/ref=sxin_24?asc_contentid=amzn1.osa.f047cd8c-8a08-4882-8ee1-3449d948744e.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.f047cd8c-8a08-4882-8ee1-3449d948744e.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523%3Aamzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523&creativeASIN=B074WBQ7LF&cv_ct_cx=shoes&cv_ct_id=amzn1.osa.f047cd8c-8a08-4882-8ee1-3449d948744e.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=shoes&linkCode=oas&pd_rd_i=B074WBQ7LF&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=NWM0I&pd_rd_wg=b9Yjj&pf_rd_p=939c6bd1-1a0e-48f0-a138-af961f88b523&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-2-c84eb971-91f2-4a4d-acce-811265c24254&tag=mensxposp-21
24,Centrino,Centrino Mens 3323-23 Sneaker,₹794.48,30 Days Returns & Exchange,"FREE delivery Saturday, 26 November Or fastest delivery Tomorrow, November 25. Order within 1 hr 35 mins","FREE delivery Saturday, 26 November. Or fastest delivery Tomorrow, November 25. Order within 1 hr 35 mins. ",https://www.amazon.in/Centrino-Mens-3323-Sneakers-7-3323-02/dp/B07QNWSRBL/ref=sxin_24?asc_contentid=amzn1.osa.f047cd8c-8a08-4882-8ee1-3449d948744e.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.f047cd8c-8a08-4882-8ee1-3449d948744e.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523%3Aamzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523&creativeASIN=B07QNWSRBL&cv_ct_cx=shoes&cv_ct_id=amzn1.osa.f047cd8c-8a08-4882-8ee1-3449d948744e.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=shoes&linkCode=oas&pd_rd_i=B07QNWSRBL&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=NWM0I&pd_rd_wg=b9Yjj&pf_rd_p=939c6bd1-1a0e-48f0-a138-af961f88b523&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-3-c84eb971-91f2-4a4d-acce-811265c24254&tag=mensxposp-21
25,BTSS,30PCS Sanrìo Shoe Charms Pack Shoe Charms Shoe Decoration Charms for Girls Shoe Charms for Boys,"₹2,813.00",10 Days Returns,FREE delivery December 6 - 9,FREE delivery December 6 - 9. ,https://www.amazon.in/30PCS-Sanr%C3%ACo-Charms-Decoration-Girls/dp/B09QCX7QLB/ref=sxin_25_slsr_d_i_fsnewarrivals_fa_1_B09QCX7QLB?content-id=amzn1.sym.faee602f-6f4c-4811-a551-aeb8b0834613%3Aamzn1.sym.faee602f-6f4c-4811-a551-aeb8b0834613&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B09QCX7QLB&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=eLAjO&pd_rd_wg=b9Yjj&pf_rd_p=faee602f-6f4c-4811-a551-aeb8b0834613&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-1-5b2ee5ec-0735-4782-9f3a-9d21a55133d0
26,DREAM PAIRS,DREAM PAIRS Women’s DAB213 Ankle Boots Shoes,"₹9,876.00",30 Days Returns & Exchange,FREE delivery December 15 - 19,FREE delivery December 15 - 19. ,https://www.amazon.in/DREAM-PAIRS-Womens-DAB213-Ankle/dp/B097SYTQWT/ref=sxin_25_slsr_d_i_fsnewarrivals_fa_2_B097SYTQWT?content-id=amzn1.sym.faee602f-6f4c-4811-a551-aeb8b0834613%3Aamzn1.sym.faee602f-6f4c-4811-a551-aeb8b0834613&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B097SYTQWT&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=eLAjO&pd_rd_wg=b9Yjj&pf_rd_p=faee602f-6f4c-4811-a551-aeb8b0834613&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-2-5b2ee5ec-0735-4782-9f3a-9d21a55133d0
27,Saucony,Saucony Mens Tempus Running Shoes,"₹15,990.00",30 Days Returns & Exchange,"FREE delivery Thursday, 1 December. Order within 12 hrs 10 mins","FREE delivery Thursday, 1 December. Order within 12 hrs 10 mins. ",https://www.amazon.in/Saucony-Tempus-Running-Shoes-Night/dp/B09NQK2W3W/ref=sxin_25_slsr_d_i_fsnewarrivals_fa_3_B09NQK2W3W?content-id=amzn1.sym.faee602f-6f4c-4811-a551-aeb8b0834613%3Aamzn1.sym.faee602f-6f4c-4811-a551-aeb8b0834613&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B09NQK2W3W&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=eLAjO&pd_rd_wg=b9Yjj&pf_rd_p=faee602f-6f4c-4811-a551-aeb8b0834613&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-3-5b2ee5ec-0735-4782-9f3a-9d21a55133d0
28,ADCORAN,ADCORAN Running Shoes for Men Lightweight Walking Tennis Shoes Non Slip Sports Basketball Fashion Sneakers for Workout Casual Athletic,"₹8,850.00",30 Days Returns,FREE delivery December 15 - 19,FREE delivery December 15 - 19. ,https://www.amazon.in/ADCORAN-Running-Athletic-Sneakers-Breathable/dp/B09CYK6W9Q/ref=sxin_25_slsr_d_i_fsnewarrivals_fa_6_B09CYK6W9Q?content-id=amzn1.sym.faee602f-6f4c-4811-a551-aeb8b0834613%3Aamzn1.sym.faee602f-6f4c-4811-a551-aeb8b0834613&cv_ct_cx=shoes&keywords=shoes&pd_rd_i=B09CYK6W9Q&pd_rd_r=e9367728-fb30-49f5-b1b5-cb054687abe0&pd_rd_w=eLAjO&pd_rd_wg=b9Yjj&pf_rd_p=faee602f-6f4c-4811-a551-aeb8b0834613&pf_rd_r=RDJDRPNT5R9N6Z948A3E&psc=1&qid=1669305559&qu=eyJxc2MiOiIxMi4yMiIsInFzYSI6IjEyLjA1IiwicXNwIjoiOS42MyJ9&sr=1-4-5b2ee5ec-0735-4782-9f3a-9d21a55133d0
